-6.032627886687358114e+03	4.231865000000000521e+01
-6.020328926114271781e+03	4.236380000000000479e+01
-6.008029965541184538e+03	4.241380000000000194e+01
-5.995731004968097295e+03	4.246380000000000621e+01
-5.983432044395010962e+03	4.252060000000000173e+01
-5.971133083821923719e+03	4.258845000000000169e+01
-5.958834123248837386e+03	4.265095000000000880e+01
-5.946535162675750144e+03	4.274800000000000466e+01
-5.934236202102663810e+03	4.280950000000000699e+01
-5.921937241529576568e+03	4.289605000000000956e+01
-5.909638280956489325e+03	4.295025000000001114e+01
-5.897339320383402992e+03	4.305025000000001256e+01
-5.885040359810315749e+03	4.313765000000000782e+01
-5.872741399237229416e+03	4.323860000000000525e+01
-5.860442438664142173e+03	4.336840000000000828e+01
-5.848143478091054931e+03	4.346785000000001276e+01
-5.835844517517968598e+03	4.356540000000001100e+01
-5.823545556944881355e+03	4.363685000000001679e+01
-5.811246596371795022e+03	4.371025000000001626e+01
-5.798947635798707779e+03	4.391910000000001446e+01
-5.786648675225620536e+03	4.402930000000001343e+01
-5.774349714652534203e+03	4.410605000000001752e+01
-5.762050754079446961e+03	4.420520000000001204e+01
-5.749751793506360627e+03	4.430440000000000822e+01
-5.737452832933273385e+03	4.434190000000000964e+01
-5.725153872360187052e+03	4.439195000000000846e+01
-5.712854911787099809e+03	4.445130000000000337e+01
-5.700555951214012566e+03	4.450959999999999894e+01
-5.688256990640926233e+03	4.464960000000000662e+01
-5.675958030067838990e+03	4.468564999999999543e+01
-5.663659069494752657e+03	4.480080000000000240e+01
-5.651360108921665415e+03	4.487924999999999898e+01
-5.639061148348579081e+03	4.494445000000000334e+01
-5.626762187775491839e+03	4.499139999999999873e+01
-5.614463227202404596e+03	4.498880000000000479e+01
-5.602164266629318263e+03	4.496180000000000376e+01
-5.589865306056231020e+03	4.496425000000000693e+01
-5.577566345483144687e+03	4.501305000000000689e+01
-5.565267384910057444e+03	4.503585000000000349e+01
-5.552968424336970202e+03	4.492700000000000671e+01
-5.540669463763883869e+03	4.491680000000000916e+01
-5.528370503190796626e+03	4.494005000000000649e+01
-5.516071542617710293e+03	4.494835000000000491e+01
-5.503772582044623050e+03	4.497670000000000812e+01
-5.491473621471535807e+03	4.505834999999999724e+01
-5.479174660898449474e+03	4.513935000000000031e+01
-5.466875700325362232e+03	4.517435000000000400e+01
-5.454576739752275898e+03	4.518334999999999724e+01
-5.442277779179188656e+03	4.515689999999999316e+01
-5.429978818606101413e+03	4.523430000000000462e+01
-5.417679858033015080e+03	4.526494999999999891e+01
-5.405380897459927837e+03	4.525289999999999679e+01
-5.393081936886841504e+03	4.527784999999998661e+01
-5.380782976313754261e+03	4.532309999999999661e+01
-5.368484015740667928e+03	4.540014999999998224e+01
-5.356185055167580686e+03	4.547769999999998447e+01
-5.343886094594494352e+03	4.552769999999998163e+01
-5.331587134021407110e+03	4.555744999999997447e+01
-5.319288173448319867e+03	4.561124999999996987e+01
-5.306989212875233534e+03	4.566124999999997414e+01
-5.294690252302146291e+03	4.571124999999997129e+01
-5.282391291729059958e+03	4.576124999999997556e+01
-5.270092331155972715e+03	4.580379999999998120e+01
-5.257793370582885473e+03	4.582624999999998039e+01
-5.245494410009799140e+03	4.585029999999999006e+01
-5.233195449436711897e+03	4.585139999999999105e+01
-5.220896488863625564e+03	4.588899999999998869e+01
-5.208597528290538321e+03	4.592184999999999206e+01
-5.196298567717451078e+03	4.594679999999998188e+01
-5.183999607144364745e+03	4.594679999999998188e+01
-5.171700646571277503e+03	4.594679999999998188e+01
-5.159401685998191169e+03	4.598039999999998884e+01
-5.147102725425103927e+03	4.599024999999998897e+01
-5.134803764852016684e+03	4.601675000000000182e+01
-5.122504804278930351e+03	4.603610000000001179e+01
-5.110205843705843108e+03	4.603610000000001179e+01
-5.097906883132756775e+03	4.603610000000001179e+01
-5.085607922559669532e+03	4.603610000000001179e+01
-5.073308961986582290e+03	4.603610000000001179e+01
-5.061010001413495957e+03	4.605525000000000091e+01
-5.048711040840409623e+03	4.605525000000000091e+01
-5.036412080267322381e+03	4.605525000000000091e+01
-5.024113119694235138e+03	4.605525000000000091e+01
-5.011814159121148805e+03	4.605525000000000091e+01
-4.999515198548061562e+03	4.605525000000000091e+01
-4.987216237974975229e+03	4.609799999999997766e+01
-4.974917277401887986e+03	4.614539999999999509e+01
-4.962618316828800744e+03	4.614529999999997756e+01
-4.950319356255714411e+03	4.617484999999999218e+01
-4.938020395682627168e+03	4.621699999999998454e+01
-4.925721435109540835e+03	4.624214999999996678e+01
